quadgram,quad_count,suffix,obscenity
r_e_t_w,3,w,FALSE
ran_some_errands_and,3,and,FALSE
read_a_lot_of,3,of,FALSE
read_all_the_books,3,books,FALSE
read_the_book_and,3,and,FALSE
read_the_book_i,3,i,FALSE
read_the_rest_of,3,of,FALSE
reading_the_hunger_games,3,games,FALSE
ready_to_be_done,3,done,FALSE
ready_to_get_back,3,back,FALSE
ready_to_go_and,3,and,FALSE
ready_to_go_back,3,back,FALSE
ready_to_go_home,3,home,FALSE
ready_to_go_i,3,i,FALSE
ready_to_go_out,3,out,FALSE
ready_to_head_out,3,out,FALSE
ready_to_start_my,3,my,FALSE
ready_to_talk_about,3,about,FALSE
real_niggas_do_real,3,real,FALSE
real_rewards_just_for,3,for,FALSE
realized_i_was_at,3,at,FALSE
realized_it_was_just,3,just,FALSE
really_don't_know_how,3,how,FALSE
really_excited_about_it,3,it,FALSE
really_hard_for_me,3,me,FALSE
really_hard_to_make,3,make,FALSE
really_look_forward_to,3,to,FALSE
really_need_to_do,3,do,FALSE
really_need_to_learn,3,learn,FALSE
really_need_to_make,3,make,FALSE
really_really_really_really,3,really,FALSE
really_want_to_get,3,get,FALSE
really_want_to_see,3,see,FALSE
really_wish_i_could,3,could,FALSE
really_wish_i_had,3,had,FALSE
red_cross_auto_update,3,update,FALSE
red_white_and_blue,3,blue,FALSE
refer_to_it_as,3,as,FALSE
regardless_of_what_the,3,the,FALSE
relationship_between_the_two,3,two,FALSE
remember_the_last_time,3,time,FALSE
remember_the_name_of,3,of,FALSE
remind_me_of_the,3,the,FALSE
reminded_me_of_an,3,an,FALSE
reminded_me_of_my,3,my,FALSE
reminded_me_that_i,3,i,FALSE
reminds_me_of_my,3,my,FALSE
renew_a_right_spirit,3,spirit,FALSE
requires_a_lot_of,3,of,FALSE
rest_of_the_country,3,country,FALSE
rest_of_the_group,3,group,FALSE
rest_of_the_time,3,time,FALSE
rest_of_the_weekend,3,weekend,FALSE
rest_of_their_lives,3,lives,FALSE
retweet_if_you_are,3,are,FALSE
rewards_just_for_watching,3,watching,FALSE
ride_my_bike_to,3,to,FALSE
right_across_the_street,3,street,FALSE
right_down_to_it,3,it,FALSE
right_next_to_me,3,me,FALSE
right_next_to_the,3,the,FALSE
right_next_to_you,3,you,FALSE
right_now_at_the,3,the,FALSE
right_now_but_i,3,i,FALSE
right_now_i_love,3,love,FALSE
right_now_i_think,3,think,FALSE
right_now_if_you,3,you,FALSE
right_now_we_have,3,have,FALSE
right_out_of_the,3,the,FALSE
right_place_at_the,3,the,FALSE
right_spirit_within_me,3,me,FALSE
right_thing_to_do,3,do,FALSE
right_with_the_world,3,world,FALSE
ring_in_the_new,3,new,FALSE
rise_of_the_planet,3,planet,FALSE
round_of_the_playoffs,3,playoffs,FALSE
rows_with_a_idr,3,idr,FALSE
rt_happy_mothers_day,3,day,FALSE
rt_i_can't_wait,3,wait,FALSE
rt_i_feel_like,3,like,FALSE
rt_i_think_i,3,i,FALSE
rt_if_you_have,3,have,FALSE
rt_rt_if_you,3,you,FALSE
rt_who_wants_to,3,to,FALSE
rumor_has_it_that,3,that,FALSE
run_out_of_people,3,people,FALSE
run_with_a_pace,3,pace,FALSE
sad_thing_is_i,3,i,FALSE
sad_to_think_that,3,that,FALSE
safe_to_say_that,3,that,FALSE
said_he_was_a,3,a,FALSE
said_i_am_not,3,not,FALSE
said_it_before_and,3,and,FALSE
said_it_was_a,3,a,FALSE
said_it_would_be,3,be,FALSE
said_that_he_had,3,had,FALSE
said_that_it_was,3,was,FALSE
said_we_need_to,3,to,FALSE
said_you_were_going,3,going,FALSE
salt_and_pepper_then,3,then,FALSE
salt_lake_city_ut,3,ut,FALSE
same_is_true_of,3,of,FALSE
saw_a_group_of,3,of,FALSE
saw_a_lot_of,3,of,FALSE
say_a_big_thank,3,thank,FALSE
say_i_have_a,3,a,FALSE
say_thank_you_for,3,for,FALSE
say_that_i'm_not,3,not,FALSE
say_that_i_have,3,have,FALSE
say_that_there_is,3,is,FALSE
say_that_this_is,3,is,FALSE
say_the_same_thing,3,thing,FALSE
say_this_is_the,3,the,FALSE
say_what_you_mean,3,mean,FALSE
sc_dec_sc_in,3,in,FALSE
scheduled_to_be_released,3,released,FALSE
seclusion_and_restraint_practices,3,practices,FALSE
second_year_in_a,3,a,FALSE
see_a_preview_of,3,of,FALSE
see_if_he_can,3,can,FALSE
see_the_light_of,3,of,FALSE
see_us_at_the,3,the,FALSE
see_you_again_soon,3,soon,FALSE
see_you_all_there,3,there,FALSE
see_you_in_houston,3,houston,FALSE
see_you_in_the,3,the,FALSE
see_you_on_twitter,3,twitter,FALSE
see_you_tonight_at,3,at,FALSE
seeing_you_last_night,3,night,FALSE
seem_to_be_the,3,the,FALSE
seem_to_have_been,3,been,FALSE
seem_to_have_the,3,the,FALSE
seems_to_have_been,3,been,FALSE
seen_anything_like_it,3,it,FALSE
seen_in_a_while,3,while,FALSE
send_me_a_message,3,message,FALSE
send_me_a_pic,3,pic,FALSE
send_me_a_picture,3,picture,FALSE
send_me_an_email,3,email,FALSE
send_them_my_way,3,way,FALSE
send_you_a_dm,3,dm,FALSE
sense_of_the_word,3,word,FALSE
shadow_of_a_doubt,3,doubt,FALSE
shake_shake_shake_shake,3,shake,FALSE
shall_fight_on_the,3,the,FALSE
share_it_with_you,3,you,FALSE
share_some_of_the,3,the,FALSE
share_with_you_a,3,a,FALSE
share_with_you_the,3,the,FALSE
she_can_give_it,3,it,FALSE
she_closed_her_eyes,3,eyes,FALSE
she_is_the_best,3,best,FALSE
she_just_wanted_to,3,to,FALSE
she_said_she_was,3,was,FALSE
she_told_me_she,3,she,FALSE
she_wanted_me_to,3,to,FALSE
she_was_in_the,3,the,FALSE
she_was_looking_for,3,for,FALSE
she_was_one_of,3,of,FALSE
she_was_trying_to,3,to,FALSE
she_will_be_able,3,able,FALSE
she_would_like_to,3,to,FALSE
shiny_side_edgings_and,3,and,FALSE
shoot_me_an_email,3,email,FALSE
short_amount_of_time,3,time,FALSE
should_be_nice_and,3,and,FALSE
should_have_the_right,3,right,FALSE
should_not_have_been,3,been,FALSE
should_take_a_look,3,look,FALSE
should_try_to_get,3,get,FALSE
show_when_i_was,3,was,FALSE
showed_up_at_the,3,the,FALSE
sick_as_a_dog,3,dog,FALSE
side_of_the_front,3,front,FALSE
side_of_the_house,3,house,FALSE
sides_of_the_pan,3,pan,FALSE
sign_up_for_this,3,this,FALSE
similar_to_that_of,3,of,FALSE
since_i've_been_on,3,on,FALSE
since_i_can_remember,3,remember,FALSE
since_i_have_no,3,no,FALSE
since_i_have_to,3,to,FALSE
since_i_will_be,3,be,FALSE
since_i_woke_up,3,up,FALSE
since_it_came_out,3,out,FALSE
since_it_was_first,3,first,FALSE
since_my_last_post,3,post,FALSE
since_the_last_time,3,time,FALSE
sins_of_the_people,3,people,FALSE
sioux_city_iowa_in,3,in,FALSE
sit_down_and_write,3,write,FALSE
sitting_in_front_of,3,of,FALSE
sitting_next_to_me,3,me,FALSE
sitting_on_the_bench,3,bench,FALSE
so_all_of_the,3,the,FALSE
so_are_you_going,3,going,FALSE
so_blessed_to_have,3,have,FALSE
so_close_to_being,3,being,FALSE
so_excited_for_a,3,a,FALSE
so_excited_for_tomorrow,3,tomorrow,FALSE
so_excited_to_have,3,have,FALSE
so_excited_to_welcome,3,welcome,FALSE
so_far_on_the,3,the,FALSE
so_far_this_week,3,week,FALSE
so_glad_that_we,3,we,FALSE
so_glad_you_enjoyed,3,enjoyed,FALSE
so_glad_you_like,3,like,FALSE
so_happy_to_have,3,have,FALSE
so_hard_to_get,3,get,FALSE
so_here_are_some,3,some,FALSE
so_here_i_am,3,am,FALSE
so_here_i_was,3,was,FALSE
so_here_is_the,3,the,FALSE
so_i've_decided_to,3,to,FALSE
so_i_am_going,3,going,FALSE
so_i_can_listen,3,listen,FALSE
so_i_can_put,3,put,FALSE
so_i_can_see,3,see,FALSE
so_i_can_start,3,start,FALSE
so_i_can_take,3,take,FALSE
so_i_guess_i'll,3,i'll,FALSE
so_i_have_a,3,a,FALSE
so_i_have_been,3,been,FALSE
so_i_have_some,3,some,FALSE
so_i_might_be,3,be,FALSE
so_i_think_it's,3,it's,FALSE
so_i_was_very,3,very,FALSE
so_i_won't_be,3,be,FALSE
so_if_you_need,3,need,FALSE
so_it_is_a,3,a,FALSE
so_it_is_with,3,with,FALSE
so_it_was_time,3,time,FALSE
so_it_will_be,3,be,FALSE
so_it_would_have,3,have,FALSE
so_i’m_going_to,3,to,FALSE
so_let_me_know,3,know,FALSE
so_long_that_i,3,i,FALSE
so_looking_forward_to,3,to,FALSE
so_many_people_are,3,are,FALSE
so_many_people_come,3,come,FALSE
so_many_things_to,3,to,FALSE
so_much_as_the,3,the,FALSE
so_much_for_a,3,a,FALSE
so_much_for_all,3,all,FALSE
so_much_for_being,3,being,FALSE
so_much_fun_in,3,in,FALSE
so_much_more_to,3,to,FALSE
so_much_of_a,3,a,FALSE
so_much_of_what,3,what,FALSE
so_much_respect_for,3,for,FALSE
so_much_time_on,3,on,FALSE
so_much_to_all,3,all,FALSE
so_nice_to_see,3,see,FALSE
so_not_in_the,3,the,FALSE
so_proud_of_all,3,all,FALSE
so_proud_of_me,3,me,FALSE
so_proud_of_our,3,our,FALSE
so_ready_for_the,3,the,FALSE
so_thank_you_for,3,for,FALSE
so_that_they_can,3,can,FALSE
so_there_will_be,3,be,FALSE
so_this_is_my,3,my,FALSE
so_we_can_have,3,have,FALSE
so_we_can_see,3,see,FALSE
so_we_had_to,3,to,FALSE
so_we_have_to,3,to,FALSE
so_without_further_ado,3,ado,FALSE
so_you_have_to,3,to,FALSE
so_you_know_what,3,what,FALSE
so_you_think_you,3,you,FALSE
so_you_want_to,3,to,FALSE
so_you_will_be,3,be,FALSE
social_media_is_not,3,not,FALSE
some_fries_with_that,3,that,FALSE
some_of_my_ideas,3,ideas,FALSE
some_of_the_greatest,3,greatest,FALSE
some_of_the_new,3,new,FALSE
some_of_the_older,3,older,FALSE
some_of_the_other,3,other,FALSE
some_of_us_like,3,like,FALSE
some_of_which_are,3,are,FALSE
some_of_you_have,3,have,FALSE
some_parts_of_the,3,the,FALSE
some_people_are_so,3,so,FALSE
some_point_in_the,3,the,FALSE
some_say_it_is,3,is,FALSE
some_shit_like_that,3,that,FALSE
somehow_i_don't_think,3,think,FALSE
someone_has_to_do,3,do,FALSE
someone_tell_me_how,3,how,FALSE
something_along_the_lines,3,lines,FALSE
something_that_can_be,3,be,FALSE
something_to_do_tonight,3,tonight,FALSE
something_to_look_forward,3,forward,FALSE
something_to_say_to,3,to,FALSE
something_to_think_about,3,about,FALSE
something_you_need_to,3,to,FALSE
sometimes_i_just_want,3,want,FALSE
somewhere_along_the_way,3,way,FALSE
somewhere_in_the_middle,3,middle,FALSE
son_of_god_and,3,and,FALSE
soon_as_i_get,3,get,FALSE
soon_as_it_is,3,is,FALSE
soon_i_will_be,3,be,FALSE
sorry_for_the_delay,3,delay,FALSE
sorry_i_have_to,3,to,FALSE
sorry_to_have_missed,3,missed,FALSE
sounds_like_a_good,3,good,FALSE
sounds_like_an_awesome,3,awesome,FALSE
sounds_like_the_best,3,best,FALSE
spend_as_much_time,3,time,FALSE
spend_too_much_time,3,time,FALSE
spending_the_day_with,3,with,FALSE
spending_time_with_your,3,your,FALSE
spends_a_lot_of,3,of,FALSE
spent_most_of_my,3,my,FALSE
spent_most_of_the,3,the,FALSE
spent_most_of_today,3,today,FALSE
spent_some_time_at,3,at,FALSE
spinnin_in_your_head,3,head,FALSE
spot_trending_now_in,3,in,FALSE
spread_the_word_to,3,to,FALSE
spring_a_time_of,3,of,FALSE
spring_is_in_the,3,the,FALSE
spur_of_the_moment,3,moment,FALSE
stand_in_the_way,3,way,FALSE
start_getting_ready_for,3,for,FALSE
start_to_the_day,3,day,FALSE
started_out_as_a,3,a,FALSE
starting_to_feel_like,3,like,FALSE
starting_to_get_a,3,a,FALSE
starting_to_wonder_if,3,if,FALSE
stay_at_home_mom,3,mom,FALSE
stay_hungry_stay_foolish,3,foolish,FALSE
stay_out_of_the,3,the,FALSE
stick_to_the_plan,3,plan,FALSE
still_looking_for_a,3,a,FALSE
still_need_to_do,3,do,FALSE
still_waiting_for_the,3,the,FALSE
still_working_on_my,3,my,FALSE
still_working_on_the,3,the,FALSE
stood_in_front_of,3,of,FALSE
stop_by_and_see,3,see,FALSE
stop_by_for_a,3,a,FALSE
stopping_by_today_have,3,have,FALSE
story_is_about_a,3,a,FALSE
straight_out_of_the,3,the,FALSE
streaming_down_my_face,3,face,FALSE
studying_to_be_a,3,a,FALSE
stun_the_enemy_for,3,for,FALSE
such_a_beautiful_day,3,day,FALSE
such_a_good_day,3,day,FALSE
such_a_good_idea,3,idea,FALSE
such_a_great_day,3,day,FALSE
such_thing_as_a,3,a,FALSE
suck_my_dick_the,3,the,FALSE
summer_needs_to_hurry,3,hurry,FALSE
super_easy_to_make,3,make,FALSE
super_tuesday_speech_remarks,3,remarks,FALSE
support_you_please_follow,3,follow,FALSE
supports_poised_creation_without,3,without,FALSE
supreme_flavor_and_spirit,3,spirit,FALSE
sure_if_i_want,3,want,FALSE
sure_that_there_will,3,will,FALSE
sure_to_check_back,3,back,FALSE
sure_to_follow_our,3,our,FALSE
sure_to_tune_in,3,in,FALSE
sure_what_it_was,3,was,FALSE
sure_what_to_do,3,do,FALSE
swear_i_saw_you,3,you,FALSE
t_w_e_e,3,e,FALSE
take_a_closer_look,3,look,FALSE
take_a_deep_breath,3,breath,FALSE
take_a_look_around,3,around,FALSE
take_a_minute_and,3,and,FALSE
take_a_picture_of,3,of,FALSE
take_a_tour_of,3,of,FALSE
take_advantage_of_this,3,this,FALSE
take_away_from_the,3,the,FALSE
take_care_of_her,3,her,FALSE
take_care_of_it,3,it,FALSE
take_care_of_the,3,the,FALSE
take_care_of_you,3,you,FALSE
take_it_with_you,3,you,FALSE
take_me_home_tonight,3,tonight,FALSE
take_my_hand_and,3,and,FALSE
take_the_place_of,3,of,FALSE
take_you_up_on,3,on,FALSE
talk_to_me_about,3,about,FALSE
talk_to_you_later,3,later,FALSE
talk_to_you_soon,3,soon,FALSE
talking_about_it_and,3,and,FALSE
talking_about_you_i,3,i,FALSE
talking_to_my_friend,3,friend,FALSE
teach_you_how_to,3,to,FALSE
tears_in_my_eyes,3,eyes,FALSE
tell_me_how_i,3,i,FALSE
tell_me_if_you,3,you,FALSE
tell_me_what_to,3,to,FALSE
tell_them_what_they,3,they,FALSE
tell_us_what_you,3,you,FALSE
tell_you_a_secret,3,secret,FALSE
tell_you_how_much,3,much,FALSE
tell_you_more_about,3,about,FALSE
tell_you_that_this,3,this,FALSE
tell_you_what_you,3,you,FALSE
tells_the_story_of,3,of,FALSE
text_or_call_me,3,me,FALSE
than_any_of_the,3,the,FALSE
than_i_have_in,3,in,FALSE
than_it_already_is,3,is,FALSE
thank_god_for_my,3,my,FALSE
thank_god_for_the,3,the,FALSE
thank_you_and_i,3,i,FALSE
thank_you_for_everything,3,everything,FALSE
thank_you_for_helping,3,helping,FALSE
thank_you_for_letting,3,letting,FALSE
thank_you_i_will,3,will,FALSE
thank_you_rt_thanks,3,thanks,FALSE
thank_you_so_so,3,so,FALSE
thankful_for_all_of,3,of,FALSE
thanks_again_for_the,3,the,FALSE
thanks_again_for_your,3,your,FALSE
thanks_for_being_here,3,here,FALSE
thanks_for_coming_to,3,to,FALSE
thanks_for_following_my,3,my,FALSE
thanks_for_keeping_me,3,me,FALSE
thanks_for_posting_this,3,this,FALSE
thanks_for_sharing_about,3,about,FALSE
thanks_for_showing_me,3,me,FALSE
thanks_for_telling_me,3,me,FALSE
thanks_for_the_add,3,add,FALSE
thanks_for_the_comment,3,comment,FALSE
thanks_for_the_favorite,3,favorite,FALSE
thanks_for_the_ff,3,ff,FALSE
thanks_for_the_follows,3,follows,FALSE
thanks_for_the_fun,3,fun,FALSE
thanks_for_the_help,3,help,FALSE
thanks_for_the_plug,3,plug,FALSE
thanks_for_the_props,3,props,FALSE
thanks_for_the_re-tweet,3,re-tweet,FALSE
thanks_for_the_reply,3,reply,FALSE
thanks_for_the_retweets,3,retweets,FALSE
thanks_for_the_suggestions,3,suggestions,FALSE
thanks_for_your_continued,3,continued,FALSE
thanks_it_was_a,3,a,FALSE
thanks_so_much_i,3,i,FALSE
thanks_so_much_it,3,it,FALSE
thanks_so_much_we,3,we,FALSE
thanks_to_all_for,3,for,FALSE
thanks_to_all_my,3,my,FALSE
thanks_to_all_of,3,of,FALSE
thanks_to_all_the,3,the,FALSE
thanks_to_you_for,3,for,FALSE
that's_a_good_idea,3,idea,FALSE
that's_all_for_now,3,now,FALSE
that's_awesome_thanks_for,3,for,FALSE
that's_how_i_feel,3,feel,FALSE
that's_one_of_my,3,my,FALSE
that's_the_only_way,3,way,FALSE
that's_the_way_it,3,it,FALSE
that's_what_happens_when,3,when,FALSE
that's_what_i'm_talking,3,talking,FALSE
that's_what_i_like,3,like,FALSE
that's_what_makes_you,3,you,FALSE
that_all_the_time,3,time,FALSE
that_allows_me_to,3,to,FALSE
that_are_important_to,3,to,FALSE
that_are_supposed_to,3,to,FALSE
that_by_the_end,3,end,FALSE
that_can_be_done,3,done,FALSE
that_caught_my_eye,3,eye,FALSE
that_does_not_mean,3,mean,FALSE
that_doesn't_have_a,3,a,FALSE
that_doesn't_mean_i,3,i,FALSE
that_due_to_the,3,the,FALSE
that_even_though_it,3,it,FALSE
that_every_one_of,3,of,FALSE
that_from_time_to,3,to,FALSE
that_he's_going_to,3,to,FALSE
that_he_had_been,3,been,FALSE
that_he_has_been,3,been,FALSE
that_he_or_she,3,she,FALSE
that_he_will_be,3,be,FALSE
that_he_would_be,3,be,FALSE
that_i_am_a,3,a,FALSE
that_i_am_in,3,in,FALSE
that_i_am_so,3,so,FALSE
that_i_am_the,3,the,FALSE
that_i_can't_do,3,do,FALSE
that_i_can_get,3,get,FALSE
that_i_can_have,3,have,FALSE
that_i_can_live,3,live,FALSE
that_i_can_make,3,make,FALSE
that_i_can_still,3,still,FALSE
that_i_could_not,3,not,FALSE
that_i_didn't_know,3,know,FALSE
that_i_don’t_even,3,even,FALSE
that_i_don’t_know,3,know,FALSE
that_i_go_to,3,to,FALSE
that_i_had_been,3,been,FALSE
that_i_have_learned,3,learned,FALSE
that_i_have_never,3,never,FALSE
that_i_have_no,3,no,FALSE
that_i_have_not,3,not,FALSE
that_i_have_this,3,this,FALSE
that_i_know_of,3,of,FALSE
that_i_might_have,3,have,FALSE
that_i_was_a,3,a,FALSE
that_i_was_so,3,so,FALSE
that_i_wish_i,3,i,FALSE
that_i_would_not,3,not,FALSE
that_in_order_to,3,to,FALSE
that_in_the_end,3,end,FALSE
that_is_greater_than,3,than,FALSE
that_is_how_you,3,you,FALSE
that_is_one_of,3,of,FALSE
that_is_so_cool,3,cool,FALSE
that_is_the_question,3,question,FALSE
that_is_the_real,3,real,FALSE
that_is_to_say,3,say,FALSE
that_is_what_makes,3,makes,FALSE
that_is_why_i,3,i,FALSE
that_it_did_not,3,not,FALSE
that_it_is_all,3,all,FALSE
that_it_is_almost,3,almost,FALSE
that_it_is_difficult,3,difficult,FALSE
that_it_was_already,3,already,FALSE
that_it_was_an,3,an,FALSE
that_it_was_very,3,very,FALSE
that_it_will_make,3,make,FALSE
that_i’m_trying_to,3,to,FALSE
that_last_tweet_was,3,was,FALSE
that_made_me_laugh,3,laugh,FALSE
that_makes_you_a,3,a,FALSE
that_many_of_the,3,the,FALSE
that_matters_is_that,3,that,FALSE
that_may_not_be,3,be,FALSE
that_mean_i_have,3,have,FALSE
that_might_be_the,3,the,FALSE
that_might_not_be,3,be,FALSE
that_most_of_us,3,us,FALSE
that_my_friends_is,3,is,FALSE
that_not_only_do,3,do,FALSE
that_seems_like_a,3,a,FALSE
that_seems_to_be,3,be,FALSE
that_she_and_her,3,her,FALSE
that_she_is_the,3,the,FALSE
that_she_wanted_to,3,to,FALSE
that_she_was_pregnant,3,pregnant,FALSE
that_should_be_a,3,a,FALSE
that_some_of_my,3,my,FALSE
that_some_of_them,3,them,FALSE
that_sort_of_thing,3,thing,FALSE
that_that_would_be,3,be,FALSE
that_the_best_way,3,way,FALSE
that_the_economy_is,3,is,FALSE
that_the_fact_that,3,that,FALSE
that_the_government_is,3,is,FALSE
that_the_majority_of,3,of,FALSE
that_the_world_is,3,is,FALSE
that_there_are_other,3,other,FALSE
that_there_are_some,3,some,FALSE
that_there_have_been,3,been,FALSE
that_there_is_something,3,something,FALSE
that_there_must_be,3,be,FALSE
that_they_are_a,3,a,FALSE
that_they_are_all,3,all,FALSE
that_they_are_still,3,still,FALSE
that_they_do_not,3,not,FALSE
that_they_had_a,3,a,FALSE
that_they_have_been,3,been,FALSE
that_they_hold_the,3,the,FALSE
that_they_were_not,3,not,FALSE
that_they_will_be,3,be,FALSE
that_this_could_be,3,be,FALSE
that_this_is_not,3,not,FALSE
that_time_of_the,3,the,FALSE
that_used_to_be,3,be,FALSE
that_was_a_bit,3,bit,FALSE
that_was_in_my,3,my,FALSE
that_was_in_the,3,the,FALSE
that_was_one_of,3,of,FALSE
that_was_the_last,3,last,FALSE
that_was_the_only,3,only,FALSE
that_we_are_going,3,going,FALSE
that_we_can_be,3,be,FALSE
that_we_can_get,3,get,FALSE
that_we_could_get,3,get,FALSE
that_we_get_to,3,to,FALSE
that_we_have_a,3,a,FALSE
that_we_have_the,3,the,FALSE
that_we_may_not,3,not,FALSE
that_we_took_the,3,the,FALSE
that_what_was_once,3,once,FALSE
that_will_be_a,3,a,FALSE
that_will_give_you,3,you,FALSE
that_will_help_you,3,you,FALSE
that_will_not_be,3,be,FALSE
that_would_be_an,3,an,FALSE
that_would_be_cool,3,cool,FALSE
that_would_be_more,3,more,FALSE
that_would_be_most,3,most,FALSE
that_would_be_so,3,so,FALSE
that_would_be_the,3,the,FALSE
that_would_make_me,3,me,FALSE
that_would_probably_be,3,be,FALSE
that_you_are_doing,3,doing,FALSE
that_you_are_not,3,not,FALSE
that_you_can_only,3,only,FALSE
that_you_don't_have,3,have,FALSE
that_you_guys_are,3,are,FALSE
that_you_might_be,3,be,FALSE
that_you_would_like,3,like,FALSE
the_ability_to_do,3,do,FALSE
the_adventures_of_tintin,3,tintin,FALSE
the_air_like_i,3,i,FALSE
the_air_of_the,3,the,FALSE
the_answer_is_yes,3,yes,FALSE
the_answer_to_the,3,the,FALSE
the_answer_to_this,3,this,FALSE
the_architect_and_the,3,the,FALSE
the_arms_of_a,3,a,FALSE
the_awkward_moment_when,3,when,FALSE
the_back_of_his,3,his,FALSE
the_bane_of_my,3,my,FALSE
the_banks_of_the,3,the,FALSE
the_beauty_of_the,3,the,FALSE
the_beginning_of_this,3,this,FALSE
the_benefits_of_the,3,the,FALSE
the_best_for_last,3,last,FALSE
the_best_for_you,3,you,FALSE
the_best_i_could,3,could,FALSE
the_best_in_the,3,the,FALSE
the_best_is_yet,3,yet,FALSE
the_best_kind_of,3,of,FALSE
the_best_of_both,3,both,FALSE
the_best_of_everything,3,everything,FALSE
the_best_of_my,3,my,FALSE
the_best_of_times,3,times,FALSE
the_best_places_to,3,to,FALSE
the_best_show_on,3,on,FALSE
the_best_thing_ever,3,ever,FALSE
the_best_thing_i've,3,i've,FALSE
the_better_of_me,3,me,FALSE
the_better_part_of,3,of,FALSE
the_birth_of_their,3,their,FALSE
the_board_of_directors,3,directors,FALSE
the_body_of_christ,3,christ,TRUE
the_book_is_a,3,a,FALSE
the_botanical_gardens_in,3,in,FALSE
the_boundaries_of_the,3,the,FALSE
the_brown_sugar_and,3,and,FALSE
the_cabin_in_the,3,the,FALSE
the_case_of_a,3,a,FALSE
the_center_of_attention,3,attention,FALSE
the_challenge_is_to,3,to,FALSE
the_challenge_this_week,3,week,FALSE
the_challenge_was_to,3,to,FALSE
the_chamber_of_commerce,3,commerce,FALSE
the_chance_to_be,3,be,FALSE
the_city_and_state,3,state,FALSE
the_city_independence_party,3,party,FALSE
the_color_of_the,3,the,FALSE
the_comfort_of_your,3,your,FALSE
the_comment_on_the,3,the,FALSE
the_comments_section_of,3,of,FALSE
the_concept_of_the,3,the,FALSE
the_core_of_the,3,the,FALSE
the_cost_of_the,3,the,FALSE
the_course_of_his,3,his,FALSE
the_course_of_history,3,history,FALSE
the_creator_of_the,3,the,FALSE
the_culture_of_the,3,the,FALSE
the_darkness_of_the,3,the,FALSE
the_day_after_thanksgiving,3,thanksgiving,FALSE
the_day_he_was,3,was,FALSE
the_day_i_have,3,have,FALSE
the_day_to_day,3,day,FALSE
the_days_of_the,3,the,FALSE
the_declaration_of_independence,3,independence,FALSE
the_designer_paper_is,3,is,FALSE
the_destruction_of_the,3,the,FALSE
the_details_of_the,3,the,FALSE
the_development_of_a,3,a,FALSE
the_devil_in_the,3,the,FALSE
the_devil_is_a,3,a,FALSE
the_director_of_the,3,the,FALSE
the_dog_days_of,3,of,FALSE
the_dow_jones_industrial,3,industrial,FALSE
the_easy_way_out,3,out,FALSE
the_edges_of_the,3,the,FALSE
the_effect_of_the,3,the,FALSE
the_end_i_hope,3,hope,FALSE
the_end_of_all,3,all,FALSE
the_end_of_his,3,his,FALSE
the_end_of_november,3,november,FALSE
the_end_of_that,3,that,FALSE
the_end_of_their,3,their,FALSE
the_end_result_of,3,of,FALSE
the_essence_of_the,3,the,FALSE
the_exact_same_thing,3,thing,FALSE
the_face_of_a,3,a,FALSE
the_face_with_a,3,a,FALSE
the_fact_that_i'm,3,i'm,FALSE
the_fact_that_it's,3,it's,FALSE
the_fact_that_she,3,she,FALSE
the_fact_that_so,3,so,FALSE
the_fact_that_there,3,there,FALSE
the_far_end_of,3,of,FALSE
the_father_of_the,3,the,FALSE
the_feast_of_the,3,the,FALSE
the_feel_of_a,3,a,FALSE
the_feeling_that_the,3,the,FALSE
the_first_episode_of,3,of,FALSE
the_first_few_days,3,days,FALSE
the_first_of_the,3,the,FALSE
the_first_one_so,3,so,FALSE
the_first_one_was,3,was,FALSE
the_first_season_of,3,of,FALSE
the_first_sign_of,3,of,FALSE
the_first_thing_you,3,you,FALSE
the_first_time_a,3,a,FALSE
the_first_time_around,3,around,FALSE
the_first_time_ever,3,ever,FALSE
the_first_time_the,3,the,FALSE
the_first_time_today,3,today,FALSE
the_first_time_we,3,we,FALSE
the_first_to_be,3,be,FALSE
the_first_to_know,3,know,FALSE
the_focal_point_of,3,of,FALSE
the_follow_hope_you,3,you,FALSE
the_follow_i_am,3,am,FALSE
the_follow_we_love,3,love,FALSE
the_form_of_the,3,the,FALSE
the_foundation_of_the,3,the,FALSE
the_friends_and_family,3,family,FALSE
the_fuck_out_of,3,of,FALSE
the_fun_of_it,3,it,FALSE
the_fuss_is_about,3,about,FALSE
the_game_in_the,3,the,FALSE
the_garden_of_eden,3,eden,FALSE
the_gates_of_hell,3,hell,TRUE
the_girl_from_the,3,the,FALSE
the_girl_of_your,3,your,FALSE
the_glory_of_god,3,god,FALSE
the_grandson_of_a,3,a,FALSE
the_great_thing_about,3,about,FALSE
the_grocery_store_and,3,and,FALSE
the_guy_from_the,3,the,FALSE
the_hammer_and_the,3,the,FALSE
the_hand_of_god,3,god,FALSE
the_hang_of_it,3,it,FALSE
the_hard_way_that,3,that,FALSE
the_hardest_thing_in,3,in,FALSE
the_hardest_things_to,3,to,FALSE
the_heads_up_on,3,on,FALSE
the_health_of_the,3,the,FALSE
the_heck_out_of,3,of,FALSE
the_heels_of_the,3,the,FALSE
the_hell_are_you,3,you,FALSE
the_hell_just_happened,3,happened,FALSE
the_high_court_of,3,of,FALSE
the_highest_level_of,3,of,FALSE
the_highlight_of_the,3,the,FALSE
the_home_of_the,3,the,FALSE
the_house_to_the,3,the,FALSE
the_hunger_games_i'm,3,i'm,FALSE
