trigram,tri_count,suffix,obscenity
you_when_you,6,you,FALSE
have_no_choice,6,choice,FALSE
work_from_home,6,home,FALSE
better_to_do,6,do,FALSE
of_the_young,6,young,FALSE
based_on_your,6,your,FALSE
and_such_a,6,a,FALSE
one_more_week,6,week,FALSE
i_still_haven't,6,haven't,FALSE
i_couldn't_help,6,help,FALSE
is_the_largest,6,largest,FALSE
can_be_as,6,as,FALSE
much_fun_and,6,and,FALSE
after_all_i,6,i,FALSE
a_world_that,6,that,FALSE
am_a_big,6,big,FALSE
got_home_and,6,and,FALSE
through_the_air,6,air,FALSE
she_is_one,6,one,FALSE
to_call_the,6,the,FALSE
more_than_ever,6,ever,FALSE
and_loved_it,6,it,FALSE
for_first_time,6,time,FALSE
guess_this_is,6,is,FALSE
in_your_pocket,6,pocket,FALSE
myself_with_my,6,my,FALSE
for_the_party,6,party,FALSE
is_more_like,6,like,FALSE
more_reason_to,6,to,FALSE
of_the_home,6,home,FALSE
it_appears_that,6,that,FALSE
either_of_those,6,those,FALSE
which_makes_me,6,me,FALSE
big_part_of,6,of,FALSE
small_amount_of,6,of,FALSE
is_the_other,6,other,FALSE
and_find_a,6,a,FALSE
and_tons_of,6,of,FALSE
the_new_testament,6,testament,FALSE
to_be_just,6,just,FALSE
i_was_one,6,one,FALSE
tell_me_your,6,your,FALSE
was_so_great,6,great,FALSE
in_new_orleans,6,orleans,FALSE
have_a_pretty,6,pretty,FALSE
meeting_with_the,6,the,FALSE
to_a_certain,6,certain,FALSE
from_some_of,6,of,FALSE
of_a_big,6,big,FALSE
my_allergies_are,6,are,FALSE
off_the_top,6,top,FALSE
on_twitter_for,6,for,FALSE
get_it_done,6,done,FALSE
it_takes_me,6,me,FALSE
is_it_in,6,in,FALSE
i_had_ever,6,ever,FALSE
a_sneak_peek,6,peek,FALSE
to_care_about,6,about,FALSE
was_an_amazing,6,amazing,FALSE
i_know_when,6,when,FALSE
working_at_the,6,the,FALSE
is_the_beginning,6,beginning,FALSE
every_single_one,6,one,FALSE
single_one_of,6,of,FALSE
when_i_look,6,look,FALSE
the_minute_you,6,you,FALSE
supposed_to_do,6,do,FALSE
away_from_him,6,him,FALSE
like_the_best,6,best,FALSE
in_his_career,6,career,FALSE
by_the_grace,6,grace,FALSE
opposition_to_the,6,the,FALSE
great_time_to,6,to,FALSE
be_up_for,6,for,FALSE
then_off_to,6,to,FALSE
people_what_they,6,they,FALSE
was_definitely_a,6,a,FALSE
to_the_old,6,old,FALSE
and_enjoy_the,6,the,FALSE
as_a_small,6,small,FALSE
where_all_the,6,the,FALSE
can_do_anything,6,anything,FALSE
will_look_like,6,like,FALSE
the_most_successful,6,successful,FALSE
stand_at_the,6,the,FALSE
although_i_am,6,am,FALSE
things_like_that,6,that,FALSE
and_good_luck,6,luck,FALSE
waking_up_at,6,at,FALSE
out_at_a,6,a,FALSE
to_take_you,6,you,FALSE
to_make_people,6,people,FALSE
excited_to_meet,6,meet,FALSE
hear_your_thoughts,6,thoughts,FALSE
i_felt_it,6,it,FALSE
the_demands_of,6,of,FALSE
when_did_you,6,you,FALSE
you_i_am,6,am,FALSE
will_no_longer,6,longer,FALSE
for_the_upcoming,6,upcoming,FALSE
i_don't_normally,6,normally,FALSE
i_swear_to,6,to,FALSE
swear_to_god,6,god,FALSE
so_that_was,6,was,FALSE
enjoy_your_weekend,6,weekend,FALSE
that_mean_i,6,i,FALSE
to_find_people,6,people,FALSE
time_to_have,6,have,FALSE
idea_what_i,6,i,FALSE
it's_pretty_good,6,good,FALSE
the_arab_spring,6,spring,FALSE
i_noticed_that,6,that,FALSE
but_i've_got,6,got,FALSE
only_for_the,6,the,FALSE
could_do_that,6,that,FALSE
told_her_that,6,that,FALSE
a_completely_different,6,different,FALSE
working_hard_to,6,to,FALSE
in_this_one,6,one,FALSE
her_name_is,6,is,FALSE
too_long_to,6,to,FALSE
she_and_i,6,i,FALSE
that_is_really,6,really,FALSE
things_out_of,6,of,FALSE
you_need_me,6,me,FALSE
finally_got_a,6,a,FALSE
i_guess_they,6,they,FALSE
said_the_same,6,same,FALSE
because_he's_a,6,a,FALSE
is_because_the,6,the,FALSE
the_best_one,6,one,FALSE
about_this_is,6,is,FALSE
i_always_feel,6,feel,FALSE
believe_in_god,6,god,FALSE
the_app_store,6,store,FALSE
of_who_you,6,you,FALSE
it_there_are,6,are,FALSE
don't_give_up,6,up,FALSE
read_my_blog,6,blog,FALSE
is_that_these,6,these,FALSE
gives_us_a,6,a,FALSE
out_for_them,6,them,FALSE
keeping_it_real,6,real,FALSE
out_last_night,6,night,FALSE
him_while_he,6,he,FALSE
life_has_been,6,been,FALSE
got_a_good,6,good,FALSE
my_eyes_i,6,i,FALSE
what_you_doing,6,doing,FALSE
next_to_him,6,him,FALSE
like_this_but,6,but,FALSE
i_do_my,6,my,FALSE
the_full_moon,6,moon,FALSE
was_the_perfect,6,perfect,FALSE
with_you_in,6,in,FALSE
if_you_just,6,just,FALSE
just_tell_me,6,me,FALSE
i_just_said,6,said,FALSE
still_looking_for,6,for,FALSE
hear_about_the,6,the,FALSE
have_no_clue,6,clue,FALSE
take_your_time,6,time,FALSE
are_good_at,6,at,FALSE
get_it_i,6,i,FALSE
how_i_love,6,love,FALSE
this_can_be,6,be,FALSE
or_take_a,6,a,FALSE
beer_in_the,6,the,FALSE
my_fingers_crossed,6,crossed,FALSE
you_got_your,6,your,FALSE
these_days_that,6,that,FALSE
story_on_the,6,the,FALSE
what_else_is,6,is,FALSE
year_anniversary_of,6,of,FALSE
in_the_desert,6,desert,FALSE
be_listening_to,6,to,FALSE
use_of_my,6,my,FALSE
at_the_shop,6,shop,FALSE
not_happy_about,6,about,FALSE
to_see_at,6,at,FALSE
can_be_an,6,an,FALSE
about_getting_a,6,a,FALSE
got_to_know,6,know,FALSE
be_described_as,6,as,FALSE
have_to_remember,6,remember,FALSE
are_used_to,6,to,FALSE
super_excited_about,6,about,FALSE
letting_go_of,6,of,FALSE
for_the_full,6,full,FALSE
i_make_a,6,a,FALSE
always_trying_to,6,to,FALSE
day_thank_you,6,you,FALSE
a_really_bad,6,bad,FALSE
me_feel_better,6,better,FALSE
today_on_the,6,the,FALSE
are_doing_a,6,a,FALSE
he_can_do,6,do,FALSE
chocolate_chip_cookies,6,cookies,FALSE
moment_of_the,6,the,FALSE
don't_get_the,6,the,FALSE
out_and_get,6,get,FALSE
man_i_hope,6,hope,FALSE
i'm_talking_to,6,to,FALSE
i_thought_my,6,my,FALSE
in_different_ways,6,ways,FALSE
day_and_night,6,night,FALSE
we_do_is,6,is,FALSE
the_right_hand,6,hand,FALSE
you_know_a,6,a,FALSE
now_i_feel,6,feel,FALSE
i_spent_time,6,time,FALSE
soon_as_you,6,you,FALSE
that_is_being,6,being,FALSE
should_never_be,6,be,FALSE
the_eye_of,6,of,FALSE
trying_to_decide,6,decide,FALSE
whatsoever_things_are,6,are,FALSE
the_little_girl,6,girl,FALSE
any_of_us,6,us,FALSE
issue_with_the,6,the,FALSE
to_have_more,6,more,FALSE
i_am_more,6,more,FALSE
the_other_half,6,half,FALSE
for_today_i,6,i,FALSE
think_of_this,6,this,FALSE
is_the_result,6,result,FALSE
going_to_use,6,use,FALSE
get_mad_at,6,at,FALSE
love_that_place,6,place,FALSE
of_the_lake,6,lake,FALSE
checked_it_out,6,out,FALSE
to_see_all,6,all,FALSE
and_the_music,6,music,FALSE
one_hell_of,6,of,FALSE
in_the_lead,6,lead,FALSE
are_so_much,6,much,FALSE
to_me_to,6,to,FALSE
the_weather_was,6,was,FALSE
is_but_i,6,i,FALSE
that’s_why_i,6,i,FALSE
stay_the_same,6,same,FALSE
the_boys_and,6,and,FALSE
full_of_shit,6,shit,TRUE
to_i_have,6,have,FALSE
fight_to_the,6,the,FALSE
in_favour_of,6,of,FALSE
i'm_sure_i,6,i,FALSE
out_of_every,6,every,FALSE
my_head_on,6,on,FALSE
you_know_they,6,they,FALSE
if_you're_ever,6,ever,FALSE
what_we_know,6,know,FALSE
my_friends_who,6,who,FALSE
to_gain_a,6,a,FALSE
am_sure_that,6,that,FALSE
i_was_i,6,i,FALSE
will_never_happen,6,happen,FALSE
it_before_i,6,i,FALSE
bear_with_me,6,me,FALSE
way_it_was,6,was,FALSE
put_me_in,6,in,FALSE
not_too_shabby,6,shabby,FALSE
you_really_have,6,have,FALSE
this_year_is,6,is,FALSE
my_blog_on,6,on,FALSE
to_see_so,6,so,FALSE
wish_i_would,6,would,FALSE
my_blog_is,6,is,FALSE
going_to_write,6,write,FALSE
the_show_with,6,with,FALSE
to_send_it,6,it,FALSE
i_had_this,6,this,FALSE
the_window_of,6,of,FALSE
the_choice_to,6,to,FALSE
and_i_both,6,both,FALSE
out_for_you,6,you,FALSE
to_someone_else,6,else,FALSE
grab_a_bite,6,bite,FALSE
not_feel_like,6,like,FALSE
oh_yes_i,6,i,FALSE
woke_me_up,6,up,FALSE
that_i_wouldn't,6,wouldn't,FALSE
but_i've_been,6,been,FALSE
to_be_some,6,some,FALSE
if_we_have,6,have,FALSE
of_you_for,6,for,FALSE
trust_me_i,6,i,FALSE
the_chance_of,6,of,FALSE
last_month_i,6,i,FALSE
it_he_was,6,was,FALSE
i_thought_to,6,to,FALSE
of_those_moments,6,moments,FALSE
excited_to_hear,6,hear,FALSE
not_a_real,6,real,FALSE
wants_to_take,6,take,FALSE
in_the_lord,6,lord,FALSE
forward_to_that,6,that,FALSE
for_making_it,6,it,FALSE
to_everyone_in,6,in,FALSE
outside_the_box,6,box,FALSE
to_the_death,6,death,FALSE
george_bernard_shaw,6,shaw,FALSE
wouldn't_it_be,6,be,FALSE
i_assure_you,6,you,FALSE
be_open_to,6,to,FALSE
fit_in_a,6,a,FALSE
we_still_need,6,need,FALSE
just_as_long,6,long,FALSE
for_me_that,6,that,FALSE
rid_of_this,6,this,FALSE
could_make_a,6,a,FALSE
be_out_in,6,in,FALSE
meant_to_say,6,say,FALSE
what_he_wants,6,wants,FALSE
in_reference_to,6,to,FALSE
if_you_actually,6,actually,FALSE
actually_have_to,6,to,FALSE
think_it's_about,6,about,FALSE
i_know_in,6,in,FALSE
on_all_of,6,of,FALSE
my_love_of,6,of,FALSE
am_i_doing,6,doing,FALSE
i_gave_it,6,it,FALSE
you_followed_me,6,me,FALSE
of_the_british,6,british,FALSE
i_really_did,6,did,FALSE
back_to_this,6,this,FALSE
in_the_grade,6,grade,FALSE
it_can't_be,6,be,FALSE
on_the_counter,6,counter,FALSE
choose_to_be,6,be,FALSE
this_morning_we,6,we,FALSE
in_line_at,6,at,FALSE
about_to_do,6,do,FALSE
proud_of_him,6,him,FALSE
to_meet_and,6,and,FALSE
in_half_and,6,and,FALSE
never_forget_that,6,that,FALSE
my_faith_in,6,in,FALSE
to_interact_with,6,with,FALSE
don’t_know_why,6,why,FALSE
my_dad_was,6,was,FALSE
laying_on_the,6,the,FALSE
way_too_many,6,many,FALSE
from_the_sky,6,sky,FALSE
even_though_it's,6,it's,FALSE
up_it_was,6,was,FALSE
for_being_the,6,the,FALSE
i_hear_the,6,the,FALSE
in_the_photo,6,photo,FALSE
be_surprised_if,6,if,FALSE
am_willing_to,6,to,FALSE
to_you_the,6,the,FALSE
miss_you_all,6,all,FALSE
and_there's_a,6,a,FALSE
performing_at_the,6,the,FALSE
a_fun_day,6,day,FALSE
on_a_monday,6,monday,FALSE
be_picked_up,6,up,FALSE
we_are_back,6,back,FALSE
when_you_walk,6,walk,FALSE
such_a_huge,6,huge,FALSE
you_could_do,6,do,FALSE
love_for_the,6,the,FALSE
time_to_let,6,let,FALSE
and_doing_it,6,it,FALSE
is_back_to,6,to,FALSE
being_a_little,6,little,FALSE
or_two_of,6,of,FALSE
used_to_watch,6,watch,FALSE
get_it_now,6,now,FALSE
have_done_a,6,a,FALSE
the_gas_station,6,station,FALSE
give_up_the,6,the,FALSE
game_will_be,6,be,FALSE
last_night_my,6,my,FALSE
of_my_favs,6,favs,FALSE
to_do_today,6,today,FALSE
a_real_man,6,man,FALSE
i_figured_that,6,that,FALSE
ok_so_i,6,i,FALSE
i_changed_my,6,my,FALSE
felt_so_good,6,good,FALSE
it_will_happen,6,happen,FALSE
me_that_this,6,this,FALSE
in_the_books,6,books,FALSE
the_hunt_for,6,for,FALSE
we'll_be_back,6,back,FALSE
of_my_old,6,old,FALSE
much_for_a,6,a,FALSE
you_call_me,6,me,FALSE
they_are_playing,6,playing,FALSE
in_a_bar,6,bar,FALSE
they_get_to,6,to,FALSE
god_for_the,6,the,FALSE
it's_a_wonderful,6,wonderful,FALSE
you_all_are,6,are,FALSE
right_now_the,6,the,FALSE
when_people_say,6,say,FALSE
you_hear_about,6,about,FALSE
time_is_running,6,running,FALSE
story_of_my,6,my,FALSE
writing_a_book,6,book,FALSE
a_car_with,6,with,FALSE
didn't_know_i,6,i,FALSE
have_to_leave,6,leave,FALSE
this_book_but,6,but,FALSE
on_my_facebook,6,facebook,FALSE
knowledge_of_the,6,the,FALSE
back_up_and,6,and,FALSE
by_the_people,6,people,FALSE
to_finish_up,6,up,FALSE
need_to_watch,6,watch,FALSE
tell_me_when,6,when,FALSE
is_a_gift,6,gift,FALSE
old_and_new,6,new,FALSE
i_know_all,6,all,FALSE
i_know_i'll,6,i'll,FALSE
been_such_a,6,a,FALSE
stay_with_me,6,me,FALSE
thank_you_my,6,my,FALSE
look_like_you,6,you,FALSE
didn't_even_know,6,know,FALSE
with_my_eyes,6,eyes,FALSE
is_there_an,6,an,FALSE
i_have_three,6,three,FALSE
going_to_rain,6,rain,FALSE
of_the_case,6,case,FALSE
your_blog_post,6,post,FALSE
i_was_excited,6,excited,FALSE
was_excited_to,6,to,FALSE
can_pick_up,6,up,FALSE
either_i_have,6,have,FALSE
i_need_the,6,the,FALSE
will_you_ever,6,ever,FALSE
work_with_you,6,you,FALSE
are_you_up,6,up,FALSE
one_of_its,6,its,FALSE
the_song_i,6,i,FALSE
go_out_with,6,with,FALSE
i_can_watch,6,watch,FALSE
i_feel_better,6,better,FALSE
i_do_need,6,need,FALSE
long_way_to,6,to,FALSE
change_your_life,6,life,FALSE
not_to_make,6,make,FALSE
to_do_next,6,next,FALSE
going_to_look,6,look,FALSE
you_should_go,6,go,FALSE
i_wish_there,6,there,FALSE
do_i_even,6,even,FALSE
such_a_fun,6,fun,FALSE
next_big_thing,6,thing,FALSE
to_the_vet,6,vet,FALSE
we_made_it,6,it,FALSE
good_so_far,6,far,FALSE
wait_until_you,6,you,FALSE
need_to_feel,6,feel,FALSE
has_been_great,6,great,FALSE
is_making_it,6,it,FALSE
and_the_state,6,state,FALSE
with_all_your,6,your,FALSE
so_is_it,6,it,FALSE
and_i_say,6,say,FALSE
because_of_your,6,your,FALSE
it_would_work,6,work,FALSE
thing_of_the,6,the,FALSE
the_other_kids,6,kids,FALSE
can_you_send,6,send,FALSE
i_wore_a,6,a,FALSE
should_be_interesting,6,interesting,FALSE
i_look_up,6,up,FALSE
got_to_meet,6,meet,FALSE
want_to_become,6,become,FALSE
to_explain_the,6,the,FALSE
did_i_know,6,know,FALSE
don't_see_it,6,it,FALSE
got_the_chance,6,chance,FALSE
would_be_amazing,6,amazing,FALSE
will_come_out,6,out,FALSE
guys_are_the,6,the,FALSE
making_fun_of,6,of,FALSE
me_from_the,6,the,FALSE
i_can_now,6,now,FALSE
long_day_at,6,at,FALSE
i_might_go,6,go,FALSE
it_a_night,6,night,FALSE
way_of_saying,6,saying,FALSE
for_reaching_out,6,out,FALSE
last_five_years,6,years,FALSE
all_types_of,6,of,FALSE
sure_to_get,6,get,FALSE
would_get_a,6,a,FALSE
honor_of_the,6,the,FALSE
to_the_rain,6,rain,FALSE
us_up_for,6,for,FALSE
ticket_to_the,6,the,FALSE
send_me_an,6,an,FALSE
today_is_friday,6,friday,FALSE
what_other_people,6,people,FALSE
love_with_a,6,a,FALSE
come_on_people,6,people,FALSE
it_too_late,6,late,FALSE
you_missed_it,6,it,FALSE
this_day_in,6,in,FALSE
for_the_ones,6,ones,FALSE
finally_get_to,6,to,FALSE
you_have_nothing,6,nothing,FALSE
else_out_there,6,there,FALSE
great_to_have,6,have,FALSE
the_new_one,6,one,FALSE
will_be_giving,6,giving,FALSE
last_night_to,6,to,FALSE
you_feel_about,6,about,FALSE
just_about_to,6,to,FALSE
it's_called_a,6,a,FALSE
and_to_all,6,all,FALSE
forward_to_working,6,working,FALSE
to_working_with,6,with,FALSE
had_an_amazing,6,amazing,FALSE
few_years_back,6,back,FALSE
find_a_job,6,job,FALSE
put_a_smile,6,smile,FALSE
my_kind_of,6,of,FALSE
at_the_grocery,6,grocery,FALSE
interested_in_learning,6,learning,FALSE
we_are_happy,6,happy,FALSE
get_over_how,6,how,FALSE
not_ready_for,6,for,FALSE
better_to_be,6,be,FALSE
is_coming_along,6,along,FALSE
day_one_of,6,of,FALSE
so_much_i'm,6,i'm,FALSE
it's_better_than,6,than,FALSE
my_little_one,6,one,FALSE
music_from_the,6,the,FALSE
yes_i_will,6,will,FALSE
to_bed_at,6,at,FALSE
know_someone_who,6,who,FALSE
but_you_were,6,were,FALSE
ready_to_do,6,do,FALSE
saw_you_in,6,in,FALSE
you_do_have,6,have,FALSE
what_do_u,6,u,FALSE
running_in_the,6,the,FALSE
and_then_some,6,some,FALSE
only_have_one,6,one,FALSE
i'll_just_have,6,have,FALSE
i_really_just,6,just,FALSE
i'm_so_sorry,6,sorry,FALSE
but_i'm_just,6,just,FALSE
so_do_you,6,you,FALSE
you_i_just,6,just,FALSE
just_finished_watching,6,watching,FALSE
me_to_sleep,6,sleep,FALSE
i_always_get,6,get,FALSE
not_so_bad,6,bad,FALSE
all_we_do,6,do,FALSE
with_the_remaining,6,remaining,FALSE
right_now_in,6,in,FALSE
why_does_he,6,he,FALSE
and_would_like,6,like,FALSE
up_in_here,6,here,FALSE
those_who_believe,6,believe,FALSE
now_all_i,6,i,FALSE
^____^,6,^,FALSE
see_you_then,6,then,FALSE
amount_of_people,6,people,FALSE
have_a_meeting,6,meeting,FALSE
how_in_the,6,the,FALSE
have_a_ton,6,ton,FALSE
have_you_read,6,read,FALSE
like_this_that,6,that,FALSE
happy_holidays_to,6,to,FALSE
finishing_up_a,6,a,FALSE
your_dreams_and,6,and,FALSE
we're_happy_to,6,to,FALSE
with_all_these,6,these,FALSE
sounds_like_you,6,you,FALSE
year_to_you,6,you,FALSE
need_to_buy,6,buy,FALSE
i_should_go,6,go,FALSE
me_i_can't,6,can't,FALSE
to_know_all,6,all,FALSE
for_keeping_me,6,me,FALSE
still_time_to,6,to,FALSE
i_know_i've,6,i've,FALSE
can_you_make,6,make,FALSE
be_prepared_for,6,for,FALSE
blessed_to_have,6,have,FALSE
only_i_had,6,had,FALSE
like_a_baby,6,baby,FALSE
don't_tell_me,6,me,FALSE
can_i_just,6,just,FALSE
please_join_us,6,us,FALSE
see_what_all,6,all,FALSE
got_off_the,6,the,FALSE
dont_have_to,6,to,FALSE
not_even_a,6,a,FALSE
felt_good_to,6,to,FALSE
get_him_out,6,out,FALSE
excited_to_start,6,start,FALSE
campaign_buzz_march,6,march,FALSE
know_how_we,6,we,FALSE
my_copy_of,6,of,FALSE
do_for_me,6,me,FALSE
you_are_and,6,and,FALSE
me_if_i'm,6,i'm,FALSE
the_street_is,6,is,FALSE
always_there_for,6,for,FALSE
one_more_day,6,day,FALSE
when_you_say,6,say,FALSE
finally_got_to,6,to,FALSE
you_wanna_go,6,go,FALSE
could_be_so,6,so,FALSE
love_to_you,6,you,FALSE
a_man_and,6,and,FALSE
don't_forget_about,6,about,FALSE
am_what_i,6,i,FALSE
be_proud_of,6,of,FALSE
the_same_night,6,night,FALSE
that_came_out,6,out,FALSE
meet_and_greet,6,greet,FALSE
where_you_at,6,at,FALSE
congrats_to_for,6,for,FALSE
knew_you_would,6,would,FALSE
lol_i_just,6,just,FALSE
we_should_hang,6,hang,FALSE
am_with_you,6,you,FALSE
with_the_windows,6,windows,FALSE
wow_thanks_for,6,for,FALSE
u_need_to,6,to,FALSE
rt_happy_birthday,6,birthday,FALSE
you_and_yours,6,yours,FALSE
to_see_avengers,6,avengers,FALSE
havent_been_on,6,on,FALSE
been_on_twitter,6,twitter,FALSE
you_ever_need,6,need,FALSE
have_u_been,6,been,FALSE
back_at_it,6,it,FALSE
night_thanks_to,6,to,FALSE
i_can_tweet,6,tweet,FALSE
i'm_just_a,6,a,FALSE
the_new_twitter,6,twitter,FALSE
followers_thanks_for,6,for,FALSE
come_and_get,6,get,FALSE
god_i_hate,6,hate,FALSE
had_someone_to,6,to,FALSE
i_think_we're,6,we're,FALSE
come_say_hi,6,hi,FALSE
don't_miss_it,6,it,FALSE
for_following_i,6,i,FALSE
looks_like_you,6,you,FALSE
have_an_iphone,6,iphone,FALSE
this_game_is,6,is,FALSE
my_twitter_friends,6,friends,FALSE
you're_not_following,6,following,FALSE
and_yeah_i,6,i,FALSE
happy_birthday_hope,6,hope,FALSE
i_cant_even,6,even,FALSE
follow_back_i,6,i,FALSE
are_you_today,6,today,FALSE
but_i_wanna,6,wanna,FALSE
back_<_3,6,3,FALSE
looks_like_we,6,we,FALSE
you_guys_need,6,need,FALSE
kiss_my_ass,6,ass,TRUE
hearing_from_you,6,you,FALSE
no_but_i,6,i,FALSE
i_feel_ya,6,ya,FALSE
i_wish_u,6,u,FALSE
i_love_youu,6,youu,FALSE
love_it_it's,6,it's,FALSE
hope_everything_is,6,is,FALSE
you_love_you,6,you,FALSE
tonight_for_the,6,the,FALSE
know_i_got,6,got,FALSE
so_worth_it,6,it,FALSE
my_twitter_account,6,account,FALSE
us_know_when,6,when,FALSE
love_your_tweets,6,tweets,FALSE
too_i_love,6,love,FALSE
are_you_using,6,using,FALSE
yes_we_do,6,do,FALSE
u_guys_are,6,are,FALSE
keep_me_posted,6,posted,FALSE
glad_i_could,6,could,FALSE
to_bed_now,6,now,FALSE
where_r_u,6,u,FALSE
our_friends_at,6,at,FALSE
prayers_go_out,6,out,FALSE
to_send_you,6,you,FALSE
told_you_to,6,to,FALSE
don't_see_the,6,the,FALSE
love_with_you,6,you,FALSE
your_head_up,6,up,FALSE
guess_i_will,6,will,FALSE
just_heard_the,6,the,FALSE
you_an_email,6,email,FALSE
think_it's_time,6,time,FALSE
owe_you_a,6,a,FALSE
cuz_i_don't,6,don't,FALSE
everything_happens_for,6,for,FALSE
congrats_to_all,6,all,FALSE
happy_birthday_<,6,<,FALSE
i_give_up,6,up,FALSE
i'm_proud_of,6,of,FALSE
how_are_u,6,u,FALSE
in_a_tweet,6,tweet,FALSE
just_signed_up,6,up,FALSE
i'm_just_gonna,6,gonna,FALSE
r_u_going,6,going,FALSE
following_me_i,6,i,FALSE
thanks_for_letting,6,letting,FALSE
where_the_hell,6,hell,TRUE
i_dont_wanna,6,wanna,FALSE
can't_stop_listening,6,listening,FALSE
thanks_for_keeping,6,keeping,FALSE
dinner_with_the,6,the,FALSE
moment_when_your,6,your,FALSE
is_following_me,6,me,FALSE
to_rock_out,6,out,FALSE
my_whole_life,6,life,FALSE
be_cool_if,6,if,FALSE
excited_for_a,6,a,FALSE
you_for_making,6,making,FALSE
for_the_mentions,6,mentions,FALSE
shout_out_for,6,for,FALSE
i_fucking_love,6,love,FALSE
i'm_bout_to,6,to,FALSE
happy_cinco_de,6,de,FALSE
could_use_some,6,some,FALSE
no_idea_who,6,who,FALSE
what_you_said,6,said,FALSE
you_this_weekend,6,weekend,FALSE
miss_you_so,6,so,FALSE
it_rains_it,6,it,FALSE
rains_it_pours,6,pours,FALSE
luck_with_that,6,that,FALSE
thanx_for_the,6,the,FALSE
rt_s_o,6,o,FALSE
just_went_to,6,to,FALSE
u_know_it,6,it,FALSE
thank_goodness_for,6,for,FALSE
had_a_fun,6,fun,FALSE
can't_go_wrong,6,wrong,FALSE
i_honestly_don't,6,don't,FALSE
me_or_is,6,is,FALSE
u_know_how,6,how,FALSE
if_you_still,6,still,FALSE
even_know_you,6,you,FALSE
on_twitter_i,6,i,FALSE
love_to_come,6,come,FALSE
like_how_you,6,you,FALSE
happy_friday_everyone,6,everyone,FALSE
today_<_3,6,3,FALSE
it_thanks_for,6,for,FALSE
we_missed_you,6,you,FALSE
to_find_you,6,you,FALSE
have_you_on,6,on,FALSE
to_for_being,6,being,FALSE
not_to_care,6,care,FALSE
yes_i_can,6,can,FALSE
happy_st_patrick's,6,patrick's,FALSE
tomorrow_for_the,6,the,FALSE
me_please_i,6,i,FALSE
labor_day_weekend,6,weekend,FALSE
is_my_hero,6,hero,FALSE
in_this_weather,6,weather,FALSE
i_got_an,6,an,FALSE
you_made_the,6,the,FALSE
how_are_things,6,things,FALSE
got_off_work,6,work,FALSE
rt_if_u,6,u,FALSE
your_friends_about,6,about,FALSE
weird_that_i,6,i,FALSE
rt_good_luck,6,luck,FALSE
everything_you_do,6,do,FALSE
the_rt_of,6,of,FALSE
thanks_for_this,6,this,FALSE
do_you_work,6,work,FALSE
are_you_taking,6,taking,FALSE
has_been_hacked,6,hacked,FALSE
follow_me_d,6,d,FALSE
isn't_the_same,6,same,FALSE
i_really_dont,6,dont,FALSE
you_but_i'm,6,i'm,FALSE
me_for_details,6,details,FALSE
and_me_both,6,both,FALSE
for_your_next,6,next,FALSE
know_you_were,6,were,FALSE
just_don't_understand,6,understand,FALSE
is_<_3,6,3,FALSE
please_i_love,6,love,FALSE
need_to_catch,6,catch,FALSE
sad_to_hear,6,hear,FALSE
check_out_your,6,your,FALSE
when_are_we,6,we,FALSE
but_how_do,6,do,FALSE
are_you_tweeting,6,tweeting,FALSE
get_a_rt,6,rt,FALSE
on_down_to,6,to,FALSE
everyone_for_the,6,the,FALSE
my_sister_is,6,is,FALSE
follow_me_plz,6,plz,FALSE
is_it_so,6,so,FALSE
in_my_prayers,6,prayers,FALSE
come_see_me,6,me,FALSE
miss_you_more,6,more,FALSE
your_tweets_are,6,are,FALSE
you_for_coming,6,coming,FALSE
count_me_in,6,in,FALSE
so_u_can,6,can,FALSE
that_was_awesome,6,awesome,FALSE
i_feel_sorry,6,sorry,FALSE
thank_you_i'll,6,i'll,FALSE
please_follow_my,6,my,FALSE
send_you_the,6,the,FALSE
him_<_3,6,3,FALSE
much_<_3,6,3,FALSE
by_for_a,6,a,FALSE
great_day_of,6,of,FALSE
we_need_you,6,you,FALSE
didn't_know_that,6,that,FALSE
i've_been_good,6,good,FALSE
a_good_game,6,game,FALSE
haha_i_was,6,was,FALSE
for_the_shoutout,6,shoutout,FALSE
for_being_my,6,my,FALSE
makes_me_sad,6,sad,FALSE
am_i_missing,6,missing,FALSE
is_going_great,6,great,FALSE
you_thanks_for,6,for,FALSE
need_a_parachute,6,parachute,FALSE
a_parachute_to,6,to,FALSE
parachute_to_skydive,6,skydive,FALSE
rt_this_if,6,if,FALSE
is_making_me,6,me,FALSE
good_day_for,6,for,FALSE
for_you_<,6,<,FALSE
never_trust_a,6,a,FALSE
birthday_to_me,6,me,FALSE
so_true_rt,6,rt,FALSE
like_i'm_not,6,not,FALSE
that's_all_that,6,that,FALSE
hi_thanks_for,6,for,FALSE
are_so_great,6,great,FALSE
by_and_say,6,say,FALSE
night_<_3,6,3,FALSE
in_kansas_city,6,city,FALSE
i_love_andrea,6,andrea,FALSE
love_andrea_russett,6,russett,FALSE
on_the_bright,6,bright,FALSE
i'm_the_only,6,only,FALSE
is_getting_ready,6,ready,FALSE
have_an_extra,6,extra,FALSE
rooting_for_the,6,the,FALSE
the_birthday_wishes,6,wishes,FALSE
we're_in_the,6,the,FALSE
she_loves_you,6,you,FALSE
see_you_this,6,this,FALSE
you_enjoyed_it,6,it,FALSE
a_s_o,6,o,FALSE
lol_but_i,6,i,FALSE
hope_you're_well,6,well,FALSE
u_got_a,6,a,FALSE
almost_time_for,6,for,FALSE
