unigram,uni_count,obscenity
trap,23,FALSE
tremendous,23,FALSE
trucks,23,FALSE
trunk,23,FALSE
trusted,23,FALSE
tutorial,23,FALSE
understands,23,FALSE
vague,23,FALSE
varieties,23,FALSE
veggies,23,FALSE
warrior,23,FALSE
watchin,23,FALSE
wax,23,FALSE
wealthy,23,FALSE
whites,23,FALSE
wipe,23,FALSE
wouldnt,23,FALSE
wounded,23,FALSE
wreck,23,FALSE
z,23,FALSE
€,23,FALSE
05,22,FALSE
"10,000",22,FALSE
120,22,FALSE
140,22,FALSE
250,22,FALSE
51,22,FALSE
600,22,FALSE
69,22,FALSE
ac,22,FALSE
acoustic,22,FALSE
agrees,22,FALSE
alexander,22,FALSE
alley,22,FALSE
almonds,22,FALSE
annie,22,FALSE
apartments,22,FALSE
applies,22,FALSE
approve,22,FALSE
arab,22,FALSE
arranged,22,FALSE
arrangement,22,FALSE
arriving,22,FALSE
arsenal,22,FALSE
assets,22,FALSE
attic,22,FALSE
awesomeness,22,FALSE
bee,22,FALSE
belgian,22,FALSE
belongs,22,FALSE
berlin,22,FALSE
beware,22,FALSE
blossom,22,FALSE
bowls,22,FALSE
bride,22,FALSE
bump,22,FALSE
bumper,22,FALSE
burst,22,FALSE
cans,22,FALSE
casino,22,FALSE
cheat,22,FALSE
chemical,22,FALSE
chilling,22,FALSE
chin,22,FALSE
cock,22,TRUE
collapse,22,FALSE
colorful,22,FALSE
commentary,22,FALSE
containing,22,FALSE
crop,22,FALSE
crowds,22,FALSE
crushed,22,FALSE
crust,22,FALSE
cuba,22,FALSE
cuddle,22,FALSE
deciding,22,FALSE
demanded,22,FALSE
democracy,22,FALSE
desserts,22,FALSE
destroying,22,FALSE
developers,22,FALSE
diane,22,FALSE
dis,22,FALSE
disc,22,FALSE
distinct,22,FALSE
ditto,22,FALSE
dolphins,22,FALSE
dose,22,FALSE
du,22,FALSE
eligible,22,FALSE
enjoys,22,FALSE
equality,22,FALSE
est,22,FALSE
eternity,22,FALSE
firing,22,FALSE
fixing,22,FALSE
flyers,22,FALSE
fml,22,FALSE
fred,22,FALSE
freeze,22,FALSE
frequent,22,FALSE
ga,22,FALSE
goose,22,FALSE
gr8,22,FALSE
grammar,22,FALSE
grape,22,FALSE
greet,22,FALSE
grip,22,FALSE
guardian,22,FALSE
harper,22,FALSE
hawks,22,FALSE
headline,22,FALSE
ho,22,FALSE
hospitals,22,FALSE
hudson,22,FALSE
hun,22,FALSE
influenced,22,FALSE
insist,22,FALSE
inspirational,22,FALSE
integrity,22,FALSE
intent,22,FALSE
intention,22,FALSE
irrelevant,22,FALSE
it’ll,22,FALSE
joshua,22,FALSE
jungle,22,FALSE
kris,22,FALSE
laden,22,FALSE
larry,22,FALSE
lauren,22,FALSE
leaning,22,FALSE
legitimate,22,FALSE
lens,22,FALSE
lettuce,22,FALSE
liam,22,FALSE
librarian,22,FALSE
linking,22,FALSE
lipstick,22,FALSE
loaf,22,FALSE
louisville,22,FALSE
lung,22,FALSE
marshall,22,FALSE
meds,22,FALSE
moreover,22,FALSE
n.y,22,FALSE
observe,22,FALSE
ouch,22,FALSE
ownership,22,FALSE
owns,22,FALSE
pal,22,FALSE
parked,22,FALSE
pennsylvania,22,FALSE
peyton,22,FALSE
poll,22,FALSE
popcorn,22,FALSE
porter,22,FALSE
pose,22,FALSE
pretending,22,FALSE
privilege,22,FALSE
processed,22,FALSE
productions,22,FALSE
progressive,22,FALSE
prolly,22,FALSE
prompt,22,FALSE
puck,22,FALSE
purchasing,22,FALSE
rapid,22,FALSE
ratings,22,FALSE
react,22,FALSE
rec,22,FALSE
recovered,22,FALSE
releasing,22,FALSE
residential,22,FALSE
ripe,22,FALSE
sealed,22,FALSE
shitty,22,TRUE
sizes,22,FALSE
slavery,22,FALSE
slut,22,FALSE
snacks,22,FALSE
sober,22,FALSE
somethin,22,FALSE
spelled,22,FALSE
squash,22,FALSE
starring,22,FALSE
stitching,22,FALSE
structures,22,FALSE
sue,22,FALSE
sufficient,22,FALSE
suite,22,FALSE
sums,22,FALSE
survival,22,FALSE
sweep,22,FALSE
switching,22,FALSE
tags,22,FALSE
tavern,22,FALSE
template,22,FALSE
tempted,22,FALSE
terrorism,22,FALSE
terry,22,FALSE
transform,22,FALSE
troubled,22,FALSE
tweeters,22,FALSE
txt,22,FALSE
unhappy,22,FALSE
unnecessary,22,FALSE
usher,22,FALSE
utterly,22,FALSE
vietnam,22,FALSE
vinegar,22,FALSE
void,22,FALSE
warmth,22,FALSE
weigh,22,FALSE
witch,22,FALSE
½,22,FALSE
04,21,FALSE
10am,21,FALSE
1970s,21,FALSE
1997,21,FALSE
29th,21,FALSE
350,21,FALSE
39,21,FALSE
46,21,FALSE
700,21,FALSE
aboard,21,FALSE
accountable,21,FALSE
acted,21,FALSE
addressed,21,FALSE
alliance,21,FALSE
ambitious,21,FALSE
america's,21,FALSE
anc,21,FALSE
anthem,21,FALSE
anticipated,21,FALSE
appointed,21,FALSE
approached,21,FALSE
arnold,21,FALSE
assessment,21,FALSE
auditions,21,FALSE
backwards,21,FALSE
banking,21,FALSE
behaviour,21,FALSE
biology,21,FALSE
birthdays,21,FALSE
blanket,21,FALSE
blocking,21,FALSE
boobs,21,FALSE
braun,21,FALSE
breed,21,FALSE
bureau,21,FALSE
bust,21,FALSE
canned,21,FALSE
cathedral,21,FALSE
chi,21,FALSE
children’s,21,FALSE
christina,21,FALSE
cleaner,21,FALSE
comparing,21,FALSE
composition,21,FALSE
concepts,21,FALSE
connecticut,21,FALSE
consideration,21,FALSE
conspiracy,21,FALSE
consumed,21,FALSE
controls,21,FALSE
controversial,21,FALSE
converted,21,FALSE
convey,21,FALSE
convicted,21,FALSE
cookbook,21,FALSE
corporations,21,FALSE
counted,21,FALSE
coupons,21,FALSE
cowboy,21,FALSE
crashed,21,FALSE
cricket,21,FALSE
crispy,21,FALSE
crunch,21,FALSE
dads,21,FALSE
damned,21,FALSE
deaf,21,FALSE
dedication,21,FALSE
defence,21,FALSE
defined,21,FALSE
demanding,21,FALSE
den,21,FALSE
determination,21,FALSE
dev,21,FALSE
disability,21,FALSE
disco,21,FALSE
dolls,21,FALSE
donating,21,FALSE
donuts,21,FALSE
dramatically,21,FALSE
e-book,21,FALSE
eagles,21,FALSE
earrings,21,FALSE
ebooks,21,FALSE
embarrassed,21,FALSE
embossing,21,FALSE
enforcement,21,FALSE
entertained,21,FALSE
envy,21,FALSE
ew,21,FALSE
excess,21,FALSE
expectation,21,FALSE
fastest,21,FALSE
father's,21,FALSE
fm,21,FALSE
forgetting,21,FALSE
fountain,21,FALSE
franklin,21,FALSE
fyi,21,FALSE
gaining,21,FALSE
gems,21,FALSE
genuinely,21,FALSE
gifted,21,FALSE
girlfriends,21,FALSE
giveaways,21,FALSE
glee,21,FALSE
glow,21,FALSE
gossip,21,FALSE
graduated,21,FALSE
grants,21,FALSE
hallway,21,FALSE
hath,21,FALSE
haven,21,FALSE
hd,21,FALSE
headlines,21,FALSE
heh,21,FALSE
hike,21,FALSE
hooray,21,FALSE
hops,21,FALSE
horn,21,FALSE
hs,21,FALSE
husbands,21,FALSE
ideology,21,FALSE
idiots,21,FALSE
il,21,FALSE
improvement,21,FALSE
indicate,21,FALSE
ingredient,21,FALSE
initiative,21,FALSE
insert,21,FALSE
internship,21,FALSE
intimate,21,FALSE
investing,21,FALSE
invites,21,FALSE
isolated,21,FALSE
karaoke,21,FALSE
kc,21,FALSE
lasting,21,FALSE
les,21,FALSE
liar,21,FALSE
lighter,21,FALSE
linen,21,FALSE
lining,21,FALSE
ll,21,FALSE
locals,21,FALSE
mansion,21,FALSE
maria,21,FALSE
mason,21,FALSE
mat,21,FALSE
matches,21,FALSE
mc,21,FALSE
memo,21,FALSE
metaphor,21,FALSE
meyer,21,FALSE
mickey,21,FALSE
missouri,21,FALSE
mixtape,21,FALSE
monitoring,21,FALSE
mtv,21,FALSE
murphy,21,FALSE
mustard,21,FALSE
nearest,21,FALSE
nelson,21,FALSE
nevada,21,FALSE
newspapers,21,FALSE
niece,21,FALSE
nod,21,FALSE
nuggets,21,FALSE
nutrition,21,FALSE
og,21,FALSE
opener,21,FALSE
openly,21,FALSE
optional,21,FALSE
oral,21,FALSE
ordering,21,FALSE
outlook,21,FALSE
overtime,21,FALSE
partly,21,FALSE
pastry,21,FALSE
peek,21,FALSE
permit,21,FALSE
pigs,21,FALSE
pirates,21,FALSE
planting,21,FALSE
poison,21,FALSE
pole,21,FALSE
poorly,21,FALSE
pope,21,FALSE
portfolio,21,FALSE
poured,21,FALSE
preach,21,FALSE
pricing,21,FALSE
processes,21,FALSE
profound,21,FALSE
prosperity,21,FALSE
puerto,21,FALSE
pump,21,FALSE
quarterback,21,FALSE
quarters,21,FALSE
queens,21,FALSE
questionable,21,FALSE
rebecca,21,FALSE
recycling,21,FALSE
refers,21,FALSE
relating,21,FALSE
relation,21,FALSE
responding,21,FALSE
retain,21,FALSE
retreat,21,FALSE
revelation,21,FALSE
ridge,21,FALSE
rio,21,FALSE
robot,21,FALSE
rochester,21,FALSE
roller,21,FALSE
sacramento,21,FALSE
scholars,21,FALSE
scoop,21,FALSE
scope,21,FALSE
scoring,21,FALSE
sentences,21,FALSE
seventh,21,FALSE
shapes,21,FALSE
siblings,21,FALSE
simultaneously,21,FALSE
slave,21,FALSE
span,21,FALSE
spider,21,FALSE
spoiled,21,FALSE
sponsors,21,FALSE
stable,21,FALSE
stephanie,21,FALSE
stroll,21,FALSE
submission,21,FALSE
subscription,21,FALSE
substitute,21,FALSE
superman,21,FALSE
swedish,21,FALSE
tackle,21,FALSE
technologies,21,FALSE
tendency,21,FALSE
terribly,21,FALSE
terrorists,21,FALSE
thy,21,FALSE
tn,21,FALSE
tokyo,21,FALSE
tourism,21,FALSE
tourney,21,FALSE
tracking,21,FALSE
transformed,21,FALSE
transit,21,FALSE
translated,21,FALSE
universities,21,FALSE
veggie,21,FALSE
versus,21,FALSE
waist,21,FALSE
wats,21,FALSE
weights,21,FALSE
well-known,21,FALSE
wireless,21,FALSE
woohoo,21,FALSE
workforce,21,FALSE
wright,21,FALSE
yourselves,21,FALSE
°,21,FALSE
👍,21,FALSE
😒,21,FALSE
16th,20,FALSE
1993,20,FALSE
2nite,20,FALSE
54,20,FALSE
95,20,FALSE
a's,20,FALSE
absurd,20,FALSE
accessible,20,FALSE
aging,20,FALSE
allah,20,FALSE
alternatives,20,FALSE
anticipate,20,FALSE
archive,20,FALSE
arthur,20,FALSE
assure,20,FALSE
attacking,20,FALSE
attendees,20,FALSE
awarded,20,FALSE
ballet,20,FALSE
ban,20,FALSE
bananas,20,FALSE
battles,20,FALSE
begging,20,FALSE
bella,20,FALSE
bicycle,20,FALSE
bliss,20,FALSE
bloom,20,FALSE
booths,20,FALSE
brownies,20,FALSE
butterflies,20,FALSE
cal,20,FALSE
cam,20,FALSE
carol,20,FALSE
carroll,20,FALSE
casey,20,FALSE
certified,20,FALSE
chad,20,FALSE
cheesy,20,FALSE
cinema,20,FALSE
circuit,20,FALSE
city's,20,FALSE
clash,20,FALSE
classics,20,FALSE
collecting,20,FALSE
colleges,20,FALSE
consultant,20,FALSE
contributions,20,FALSE
costumes,20,FALSE
currency,20,FALSE
dammit,20,FALSE
defending,20,FALSE
deliberately,20,FALSE
devastating,20,FALSE
developments,20,FALSE
devils,20,FALSE
devoted,20,FALSE
diagnosed,20,FALSE
diff,20,FALSE
dinners,20,FALSE
disappointment,20,FALSE
districts,20,FALSE
disturbing,20,FALSE
divided,20,FALSE
drawer,20,FALSE
duties,20,FALSE
editorial,20,FALSE
educated,20,FALSE
eighth,20,FALSE
elaborate,20,FALSE
embossed,20,FALSE
estimates,20,FALSE
ethan,20,FALSE
examine,20,FALSE
expose,20,FALSE
fa,20,FALSE
fade,20,FALSE
failing,20,FALSE
farms,20,FALSE
fictional,20,FALSE
fierce,20,FALSE
fiscal,20,FALSE
flavors,20,FALSE
float,20,FALSE
folder,20,FALSE
fond,20,FALSE
formerly,20,FALSE
gasp,20,FALSE
gen,20,FALSE
ghetto,20,FALSE
glimpse,20,FALSE
goodwill,20,FALSE
governor,20,FALSE
graduating,20,FALSE
gum,20,FALSE
harmony,20,FALSE
hash,20,FALSE
haunted,20,FALSE
holder,20,FALSE
hospitality,20,FALSE
iii,20,FALSE
incidents,20,FALSE
indulge,20,FALSE
inspires,20,FALSE
intriguing,20,FALSE
invitation,20,FALSE
jeep,20,FALSE
jesse,20,FALSE
lent,20,FALSE
limitations,20,FALSE
loads,20,FALSE
lobby,20,FALSE
lottery,20,FALSE
loyalty,20,FALSE
males,20,FALSE
manga,20,FALSE
man’s,20,FALSE
megan,20,FALSE
memento,20,FALSE
mets,20,FALSE
microwave,20,FALSE
mixer,20,FALSE
mob,20,FALSE
mount,20,FALSE
muse,20,FALSE
mushroom,20,FALSE
naughty,20,FALSE
naw,20,FALSE
ne,20,FALSE
nerve,20,FALSE
nest,20,FALSE
newsletter,20,FALSE
nonetheless,20,FALSE
nowadays,20,FALSE
observed,20,FALSE
ole,20,FALSE
oprah,20,FALSE
orphan,20,FALSE
pains,20,FALSE
pairs,20,FALSE
parallel,20,FALSE
pencil,20,FALSE
perceived,20,FALSE
perfection,20,FALSE
petition,20,FALSE
philip,20,FALSE
pills,20,FALSE
poems,20,FALSE
polite,20,FALSE
popping,20,FALSE
printer,20,FALSE
processing,20,FALSE
programme,20,FALSE
promptly,20,FALSE
proposals,20,FALSE
pros,20,FALSE
prospect,20,FALSE
protective,20,FALSE
proverb,20,FALSE
pt,20,FALSE
racial,20,FALSE
raises,20,FALSE
rant,20,FALSE
recover,20,FALSE
refusing,20,FALSE
regarded,20,FALSE
regulation,20,FALSE
relieved,20,FALSE
religions,20,FALSE
replacement,20,FALSE
replay,20,FALSE
requirement,20,FALSE
requiring,20,FALSE
resolve,20,FALSE
respective,20,FALSE
respectively,20,FALSE
resulted,20,FALSE
retire,20,FALSE
risen,20,FALSE
rivers,20,FALSE
ronald,20,FALSE
rooting,20,FALSE
rushed,20,FALSE
salty,20,FALSE
samuel,20,FALSE
satisfying,20,FALSE
savage,20,FALSE
scholarship,20,FALSE
scissors,20,FALSE
scottish,20,FALSE
secretly,20,FALSE
selections,20,FALSE
seller,20,FALSE
setup,20,FALSE
sheep,20,FALSE
shoots,20,FALSE
signal,20,FALSE
silently,20,FALSE
sip,20,FALSE
sipping,20,FALSE
slot,20,FALSE
sonic,20,FALSE
sorting,20,FALSE
soundtrack,20,FALSE
soviet,20,FALSE
specialist,20,FALSE
spellbinders,20,FALSE
spencer,20,FALSE
sponsored,20,FALSE
spy,20,FALSE
stat,20,FALSE
strain,20,FALSE
strings,20,FALSE
stroke,20,FALSE
sucking,20,FALSE
sunglasses,20,FALSE
supportive,20,FALSE
suspected,20,FALSE
suspicious,20,FALSE
symbol,20,FALSE
ta,20,FALSE
talkin,20,FALSE
tart,20,FALSE
teammates,20,FALSE
teenager,20,FALSE
teenagers,20,FALSE
therapist,20,FALSE
thirsty,20,FALSE
thoughtful,20,FALSE
thumb,20,FALSE
tissue,20,FALSE
tooth,20,FALSE
toxic,20,FALSE
transformation,20,FALSE
trials,20,FALSE
tucson,20,FALSE
tues,20,FALSE
unschooling,20,FALSE
utah,20,FALSE
verses,20,FALSE
victor,20,FALSE
vincent,20,FALSE
wade,20,FALSE
wage,20,FALSE
wasting,20,FALSE
watches,20,FALSE
wellness,20,FALSE
wells,20,FALSE
whisk,20,FALSE
wikipedia,20,FALSE
willingness,20,FALSE
windy,20,FALSE
witnessed,20,FALSE
02,19,FALSE
07,19,FALSE
1-2,19,FALSE
2.0,19,FALSE
2pm,19,FALSE
43,19,FALSE
49,19,FALSE
56,19,FALSE
abundant,19,FALSE
acid,19,FALSE
afterward,19,FALSE
agreements,19,FALSE
agricultural,19,FALSE
albeit,19,FALSE
allegations,19,FALSE
analogy,19,FALSE
anchor,19,FALSE
animation,19,FALSE
anticipation,19,FALSE
appealing,19,FALSE
artificial,19,FALSE
asparagus,19,FALSE
attraction,19,FALSE
bandwagon,19,FALSE
baskets,19,FALSE
bedtime,19,FALSE
blacks,19,FALSE
blade,19,FALSE
blazers,19,FALSE
booze,19,FALSE
bradley,19,FALSE
brass,19,FALSE
brazilian,19,FALSE
brewed,19,FALSE
bursting,19,FALSE
c'mon,19,FALSE
caffeine,19,FALSE
campaigns,19,FALSE
cartoon,19,FALSE
cha,19,FALSE
championships,19,FALSE
chilly,19,FALSE
choir,19,FALSE
chores,19,FALSE
clown,19,FALSE
coats,19,FALSE
cocoa,19,FALSE
coincidence,19,FALSE
communicate,19,FALSE
concentration,19,FALSE
conferences,19,FALSE
conscience,19,FALSE
consensus,19,FALSE
contribution,19,FALSE
controversy,19,FALSE
copic,19,FALSE
copying,19,FALSE
corporation,19,FALSE
crab,19,FALSE
cracked,19,FALSE
crashing,19,FALSE
creep,19,FALSE
dash,19,FALSE
decorate,19,FALSE
default,19,FALSE
del,19,FALSE
dense,19,FALSE
deposit,19,FALSE
dept,19,FALSE
des,19,FALSE
designing,19,FALSE
developer,19,FALSE
diagnosis,19,FALSE
diaper,19,FALSE
disorder,19,FALSE
displays,19,FALSE
docs,19,FALSE
dominated,19,FALSE
donated,19,FALSE
donut,19,FALSE
downloading,19,FALSE
drummer,19,FALSE
dunk,19,FALSE
duo,19,FALSE
dvr,19,FALSE
excessive,19,FALSE
exercising,19,FALSE
exhausting,19,FALSE
explosion,19,FALSE
faux,19,FALSE
fbi,19,FALSE
figuring,19,FALSE
finest,19,FALSE
flawless,19,FALSE
flights,19,FALSE
footage,19,FALSE
forehead,19,FALSE
freely,19,FALSE
fringe,19,FALSE
fundraiser,19,FALSE
fur,19,FALSE
gearing,19,FALSE
gentleman,19,FALSE
gentlemen,19,FALSE
glenn,19,FALSE
grains,19,FALSE
grandpa,19,FALSE
greatness,19,FALSE
guessed,19,FALSE
hah,19,FALSE
halls,19,FALSE
hammer,19,FALSE
handles,19,FALSE
hangout,19,FALSE
hart,19,FALSE
hay,19,FALSE
hips,19,FALSE
hipster,19,FALSE
holmes,19,FALSE
hong,19,FALSE
hosts,19,FALSE
icing,19,FALSE
identical,19,FALSE
ie,19,FALSE
illusion,19,FALSE
illustrated,19,FALSE
imperial,19,FALSE
inability,19,FALSE
indicated,19,FALSE
indigenous,19,FALSE
infant,19,FALSE
influential,19,FALSE
inform,19,FALSE
innocence,19,FALSE
intake,19,FALSE
interviewed,19,FALSE
investments,19,FALSE
involvement,19,FALSE
jo,19,FALSE
joking,19,FALSE
juan,19,FALSE
juicy,19,FALSE
katy,19,FALSE
keen,19,FALSE
korea,19,FALSE
latte,19,FALSE
launching,19,FALSE
lemonade,19,FALSE
lid,19,FALSE
locally,19,FALSE
locker,19,FALSE
locks,19,FALSE
lone,19,FALSE
lp,19,FALSE
magnetic,19,FALSE
martha,19,FALSE
melissa,19,FALSE
mining,19,FALSE
minus,19,FALSE
monkeys,19,FALSE
myth,19,FALSE
natalie,19,FALSE
needle,19,FALSE
nerves,19,FALSE
northwest,19,FALSE
oatmeal,19,FALSE
obstacles,19,FALSE
operate,19,FALSE
optimistic,19,FALSE
outlets,19,FALSE
paired,19,FALSE
peas,19,FALSE
perfume,19,FALSE
phenomenon,19,FALSE
pictured,19,FALSE
pins,19,FALSE
pitched,19,FALSE
pitching,19,FALSE
playground,19,FALSE
possess,19,FALSE
pours,19,FALSE
practiced,19,FALSE
priceless,19,FALSE
prints,19,FALSE
projected,19,FALSE
psychology,19,FALSE
publications,19,FALSE
pubs,19,FALSE
pulls,19,FALSE
punched,19,FALSE
purse,19,FALSE
questioning,19,FALSE
quirky,19,FALSE
rains,19,FALSE
ratchet,19,FALSE
reds,19,FALSE
reed,19,FALSE
reflects,19,FALSE
regions,19,FALSE
rehearsal,19,FALSE
relatives,19,FALSE
remix,19,FALSE
removal,19,FALSE
reservation,19,FALSE
resulting,19,FALSE
rev,19,FALSE
reviewing,19,FALSE
ross,19,FALSE
rug,19,FALSE
sara,19,FALSE
satellite,19,FALSE
satisfy,19,FALSE
scam,19,FALSE
scrapbook,19,FALSE
seafood,19,FALSE
seasoned,19,FALSE
sells,19,FALSE
servant,19,FALSE
shabby,19,FALSE
shakespeare,19,FALSE
shaping,19,FALSE
she'd,19,FALSE
shouting,19,FALSE
similarly,19,FALSE
smarter,19,FALSE
sole,19,FALSE
solely,19,FALSE
son's,19,FALSE
southwest,19,FALSE
spill,19,FALSE
spit,19,FALSE
stamping,19,FALSE
stitch,19,FALSE
stout,19,FALSE
stove,19,FALSE
studied,19,FALSE
sued,19,FALSE
suitable,19,FALSE
summary,19,FALSE
supermarket,19,FALSE
surreal,19,FALSE
survivors,19,FALSE
sweetest,19,FALSE
symphony,19,FALSE
t-shirts,19,FALSE
tablespoons,19,FALSE
teaches,19,FALSE
testimony,19,FALSE
themed,19,FALSE
they’ll,19,FALSE
thrill,19,FALSE
tmrw,19,FALSE
tolerance,19,FALSE
tossed,19,FALSE
trains,19,FALSE
transferred,19,FALSE
trilogy,19,FALSE
tropical,19,FALSE
tuition,19,FALSE
underway,19,FALSE
unfair,19,FALSE
updating,19,FALSE
valid,19,FALSE
verizon,19,FALSE
vinyl,19,FALSE
vivid,19,FALSE
warn,19,FALSE
warnings,19,FALSE
weave,19,FALSE
whisper,19,FALSE
willie,19,FALSE
wink,19,FALSE
wknd,19,FALSE
workouts,19,FALSE
wrestling,19,FALSE
wrist,19,FALSE
yankee,19,FALSE
00pm,18,FALSE
"100,000",18,FALSE
26th,18,FALSE
3.5,18,FALSE
30th,18,FALSE
3am,18,FALSE
6am,18,FALSE
73,18,FALSE
___,18,FALSE
acknowledge,18,FALSE
acres,18,FALSE
activist,18,FALSE
addressing,18,FALSE
affection,18,FALSE
aircraft,18,FALSE
ali,18,FALSE
amanda,18,FALSE
amateur,18,FALSE
ambition,18,FALSE
ancestors,18,FALSE
andrea,18,FALSE
announces,18,FALSE
anonymous,18,FALSE
apology,18,FALSE
appeals,18,FALSE
appointments,18,FALSE
argues,18,FALSE
arkansas,18,FALSE
aspiring,18,FALSE
asylum,18,FALSE
athletic,18,FALSE
audiences,18,FALSE
aug,18,FALSE
automatic,18,FALSE
awh,18,FALSE
badass,18,FALSE
bail,18,FALSE
baptist,18,FALSE
barry,18,FALSE
bases,18,FALSE
basics,18,FALSE
batteries,18,FALSE
bb,18,FALSE
beatles,18,FALSE
beneficial,18,FALSE
bit.ly,18,FALSE
blender,18,FALSE
blush,18,FALSE
bosh,18,FALSE
bounty,18,FALSE
breakdown,18,FALSE
breasts,18,TRUE
bridal,18,FALSE
bristol,18,FALSE
broth,18,FALSE
buck,18,FALSE
buddies,18,FALSE
bully,18,FALSE
burnt,18,FALSE
burrito,18,FALSE
cage,18,FALSE
cane,18,FALSE
capabilities,18,FALSE
cared,18,FALSE
categories,18,FALSE
cemetery,18,FALSE
chalk,18,FALSE
chelsea,18,FALSE
chew,18,FALSE
christine,18,FALSE
clarity,18,FALSE
clips,18,FALSE
closes,18,FALSE
collage,18,FALSE
commerce,18,FALSE
complained,18,FALSE
completing,18,FALSE
composed,18,FALSE
concluded,18,FALSE
consume,18,FALSE
container,18,FALSE
convenient,18,FALSE
conventional,18,FALSE
cord,18,FALSE
courtesy,18,FALSE
cowboys,18,FALSE
cruz,18,FALSE
cuisine,18,FALSE
customs,18,FALSE
cutie,18,FALSE
cycling,18,FALSE
dairy,18,FALSE
damp,18,FALSE
delta,18,FALSE
democrat,18,FALSE
denial,18,FALSE
dennis,18,FALSE
deputy,18,FALSE
detective,18,FALSE
diy,18,FALSE
douglas,18,FALSE
dual,18,FALSE
edwards,18,FALSE
eerie,18,FALSE
elevator,18,FALSE
eliminated,18,FALSE
emerged,18,FALSE
emerging,18,FALSE
emphasis,18,FALSE
engineer,18,FALSE
envelope,18,FALSE
errands,18,FALSE
espresso,18,FALSE
estimate,18,FALSE
evident,18,FALSE
expenses,18,FALSE
expertise,18,FALSE
facial,18,FALSE
failures,18,FALSE
farewell,18,FALSE
farming,18,FALSE
father’s,18,FALSE
feelin,18,FALSE
ferry,18,FALSE
fiber,18,FALSE
filmmakers,18,FALSE
fireworks,18,FALSE
flea,18,FALSE
flu,18,FALSE
francis,18,FALSE
freaked,18,FALSE
freebie,18,FALSE
gardening,18,FALSE
genocide,18,FALSE
gf,18,FALSE
gluten,18,FALSE
goodmorning,18,FALSE
grandfather,18,FALSE
grid,18,FALSE
grounded,18,FALSE
guinness,18,FALSE
handled,18,FALSE
handling,18,FALSE
happiest,18,FALSE
harmful,18,FALSE
holla,18,FALSE
holland,18,FALSE
hybrid,18,FALSE
incorporate,18,FALSE
insightful,18,FALSE
instances,18,FALSE
intensity,18,FALSE
irritating,18,FALSE
ish,18,FALSE
jill,18,FALSE
kale,18,FALSE
lamp,18,FALSE
learns,18,FALSE
lease,18,FALSE
legally,18,FALSE
lemme,18,FALSE
librarians,18,FALSE
liver,18,FALSE
logical,18,FALSE
loudly,18,FALSE
lsu,18,FALSE
lungs,18,FALSE
maine,18,FALSE
makin,18,FALSE
mankind,18,FALSE
manuscript,18,FALSE
marvelous,18,FALSE
maya,18,FALSE
mca,18,FALSE
medication,18,FALSE
melting,18,FALSE
mia,18,FALSE
mighty,18,FALSE
mill,18,FALSE
misery,18,FALSE
mitchell,18,FALSE
modeling,18,FALSE
modest,18,FALSE
momentum,18,FALSE
monsters,18,FALSE
montana,18,FALSE
moose,18,FALSE
morris,18,FALSE
murders,18,FALSE
murray,18,FALSE
mustache,18,FALSE
nash,18,FALSE
needles,18,FALSE
ninja,18,FALSE
nw,18,FALSE
oddly,18,FALSE
olympic,18,FALSE
olympics,18,FALSE
ontario,18,FALSE
overly,18,FALSE
painter,18,FALSE
participated,18,FALSE
passenger,18,FALSE
patrick's,18,FALSE
petty,18,FALSE
phrases,18,FALSE
potty,18,FALSE
preservation,18,FALSE
pretzels,18,FALSE
principal,18,FALSE
privileged,18,FALSE
procedures,18,FALSE
profits,18,FALSE
pronounced,18,FALSE
proves,18,FALSE
publicity,18,FALSE
pulse,18,FALSE
purely,18,FALSE
qr,18,FALSE
qualify,18,FALSE
quiz,18,FALSE
radar,18,FALSE
ralph,18,FALSE
ranks,18,FALSE
rational,18,FALSE
ravens,18,FALSE
reagan,18,FALSE
realizes,18,FALSE
realm,18,FALSE
reasonably,18,FALSE
reducing,18,FALSE
refrigerator,18,FALSE
reject,18,FALSE
reliable,18,FALSE
renewed,18,FALSE
responsibilities,18,FALSE
righteousness,18,FALSE
ritual,18,FALSE
roster,18,FALSE
rows,18,FALSE
rsvp,18,FALSE
sage,18,FALSE
saves,18,FALSE
searched,18,FALSE
seeks,18,FALSE
separated,18,FALSE
shark,18,FALSE
shield,18,FALSE
shuffle,18,FALSE
significantly,18,FALSE
simmer,18,FALSE
sm,18,FALSE
smack,18,FALSE
smoothie,18,FALSE
sofa,18,FALSE
solved,18,FALSE
southeast,18,FALSE
spectrum,18,FALSE
squeeze,18,FALSE
sr,18,FALSE
starters,18,FALSE
starving,18,FALSE
stems,18,FALSE
stiff,18,FALSE
stroller,18,FALSE
stumbled,18,FALSE
substantial,18,FALSE
suns,18,FALSE
superb,18,FALSE
surrender,18,FALSE
sustainable,18,FALSE
sweetheart,18,FALSE
tapes,18,FALSE
temps,18,FALSE
tent,18,FALSE
thang,18,FALSE
thumbs,18,FALSE
tile,18,FALSE
timbers,18,FALSE
tryin,18,FALSE
tunnel,18,FALSE
tweeter,18,FALSE
url,18,FALSE
utility,18,FALSE
valentines,18,FALSE
vampires,18,FALSE
vicious,18,FALSE
victorian,18,FALSE
viewed,18,FALSE
villain,18,FALSE
wallet,18,FALSE
waving,18,FALSE
weeds,18,FALSE
wildlife,18,FALSE
witnesses,18,FALSE
workplace,18,FALSE
